"회사명","산업단지명","대표업종","생산품","원자재","groups","공장규모","공장규모가중치","종업원수","도로명주소","지번주소","위도","경도","소분류","소분류항목명","중분류","중분류항목명","세탁소와거리","수주업체명","공장별세탁량"
"(주)다움",NA,25112,"알루미늄 복합판넬","알루미늄 복합판넬,조립가공","GSN","소기업",3,3,"경상남도 김해시 상동면 동북로1007번길 45","경상남도 김해시 상동면 감노리 217",35.2466672638,128.6267253342,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",19022.7991389941,NA,0
"(주)다윈",NA,10791,"커피믹스",NA,"GSN","소기업",3,7,"경상남도 김해시 진영읍 하계로 254","경상남도 김해시 진영읍 하계리 274",35.2469138517,128.61368818,107,"기타 식품 제조업",10,"식료품 제조업",20195.4709508222,NA,0
"(주)다윈지엠",NA,23119,"복층유리",NA,"GSN","소기업",3,20,"경상남도 김해시 생림면 안양로 181","경상남도 김해시 생림면 안양리 557-2",35.0632392358,128.0571035379,231,"유리 및 유리제품 제조업",23,"비금속 광물제품 제조업",72622.6908410526,NA,0
"(주)다이나루브아시아",NA,20499,"오일첨가제","오일","GSN","소기업",3,10,"경상남도 김해시 주촌면 소망길 38-1","경상남도 김해시 주촌면 망덕리 520-1",35.2070113302,128.6349903833,204,"기타 화학제품 제조업",20,"화학 물질 및 화학제품 제조업; 의약품 제외",17978.4407176522,NA,0
"(주)다이와테쿠노",NA,28519,"전자동애견목욕기",NA,"GSN","소기업",3,3,"경상남도 김해시 김해대로2529번길 35 (삼정동)","경상남도 김해시 삼정동 652-1",35.1529032022,128.477230154,285,"가정용 기기 제조업",28,"전기장비 제조업",33063.7429329138,NA,0
"(주)다인제관",NA,25991,"냉동공조기제조",NA,"GSN","소기업",3,19,"경상남도 김해시 상동면 동북로1109번길 47-60","경상남도 김해시 상동면 감노리 375",35.1534439546,128.4773781976,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",33037.9310623885,NA,0
"(주)다인제관",NA,25991,"스틸캔",NA,"GSN","소기업",3,16,"경상남도 김해시 상동면 묵방로 89-7","경상남도 김해시 상동면 우계리 82-3",35.208691575,128.651481695,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",16469.4502110214,NA,0
"(주)다일바이오",NA,23324,"도금",NA,"GSN","소기업",3,15,"경상남도 김해시 진영읍 본산1로 31","경상남도 김해시 진영읍 본산리 921-4",35.3202781642,128.7474911938,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",23,"비금속 광물제품 제조업",13961.2230505764,NA,0
"(주)다참",NA,10129,"한우곰탕",NA,"GSN","소기업",3,6,"경상남도 김해시 김해대로2635번길 60-6 (안동)","경상남도 김해시 안동 161-55",35.5141962338,128.4930040699,101,"도축, 육류 가공 및 저장 처리업",10,"식료품 제조업",45271.780606114,NA,0
"(주)다한",NA,23111,"복층유리","1차가공된판유리","GSN","소기업",3,10,"경상남도 김해시 상동면 동북로473번길 21","경상남도 김해시 상동면 매리 153-8",35.3019859776,128.7938129273,231,"유리 및 유리제품 제조업",23,"비금속 광물제품 제조업",10226.9904526546,NA,0
"(주)다홈",NA,28511,"주방용전기기기",NA,"GSN","소기업",3,5,"경상남도 김해시 한림면 김해대로1022번길 103","경상남도 김해시 한림면 병동리 131-1",35.205624298,128.6637527703,285,"가정용 기기 제조업",28,"전기장비 제조업",15373.7504030825,NA,0
"(주)단아",NA,32029,"일반목재가구","판재","GSN","소기업",3,18,"경상남도 김해시 상동면 상동로 279-32","경상남도 김해시 상동면 우계리 726",35.2997877898,128.7998892369,320,"가구 제조업",32,"가구 제조업",9818.71193853178,NA,0
"(주)대경",NA,29294,"금형","철판","GSN","중기업",2,70,"경상남도 김해시 유하로226번길 48 (유하동)","경상남도 김해시 유하동 80",35.4431631666,129.0385980405,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",31481.6726298272,"대경정밀",3
"(주)대경수지",NA,38321,"플라스틱칩","플라스틱","GSN","소기업",3,6,"경상남도 김해시 한림면 김해대로1538번길 22-36","경상남도 김해시 한림면 신천리 330-21",35.2677822753,128.7706763815,383,"해체, 선별 및 원료 재생업",38,"폐기물 수집, 운반, 처리 및 원료 재생업",8073.67451383704,NA,0
"(주)대경제이엠비",NA,29229,"공작기계,아파트내부마감",NA,"GSN","소기업",3,5,"경상남도 김해시 한림면 안곡로333번길 38","경상남도 김해시 한림면 안곡리 701-2",35.3737066831,128.4894663943,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",35783.4953772057,NA,0
"(주)대경케미칼",NA,33920,"사무용품",NA,"GSN","소기업",3,10,"경상남도 김해시 상동면 묵방로 80","경상남도 김해시 상동면 우계리 78-10",35.3468374363,129.0685306405,339,"그 외 기타 제품 제조업",33,"기타 제품 제조업",25983.960762747,NA,0
"(주)대경케미칼",NA,20493,"접착제","안료,수지","GSN","소기업",3,18,"경상남도 김해시 상동면 동북로473번길 266-2","경상남도 김해시 상동면 매리 981-1",35.2469138517,128.61368818,204,"기타 화학제품 제조업",20,"화학 물질 및 화학제품 제조업; 의약품 제외",20195.4709508222,NA,0
"(주)대경케미칼2공장",NA,33920,"양면테이프","고무,수지,송진","GSN","소기업",3,5,"경상남도 김해시 상동면 묵방로 89-25","경상남도 김해시 상동면 우계리 82-2",35.2156523231,128.6523567177,339,"그 외 기타 제품 제조업",33,"기타 제품 제조업",16372.5719744794,NA,0
"(주)대경테크",NA,30399,"자동차부품",NA,"GSN","소기업",3,10,"경상남도 김해시 상동면 상동로 224-15","경상남도 김해시 상동면 우계리 1049-22",35.441885156,129.0744226072,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",33418.9379039416,NA,0
"(주)대경플렉스",NA,22191,"익스펜션 후렉시블 라바 조인트","고무","GSN","소기업",3,22,"경상남도 김해시 생림면 생림대로 519-81","경상남도 김해시 생림면 나전리 1178-2",35.327966513,128.7166902913,221,"고무제품 제조업",22,"고무 및 플라스틱제품 제조업",16326.0615155203,NA,0
"(주)대광금속",NA,25913,"볼트,너트","환봉","GSN","소기업",3,23,"경상남도 김해시 주촌면 서부로1499번길 101-68","경상남도 김해시 주촌면 내삼리 1244-18",35.5931523377,128.4747454173,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",53020.9487872278,NA,0
"(주)대광농산",NA,10309,"김치","채소,양념류","GSN","소기업",3,25,"경상남도 김해시 율하동 1048","경상남도 김해시 율하동 1048",35.2310163344,128.9102254397,103,"과실, 채소 가공 및 저장 처리업",10,"식료품 제조업",7314.94396500432,NA,0
"(주)대광패키지",NA,17211,"골판지","원지","GSN","소기업",3,14,"경상남도 김해시 진례면 고모로 591-19","경상남도 김해시 진례면 고모리 146-9",35.3623095974,129.0618606478,172,"골판지, 종이 상자 및 종이 용기 제조업",17,"펄프, 종이 및 종이제품 제조업",26502.6171867435,NA,0
"(주)대금물산",NA,13910,"카펫마루덮개",NA,"GSN","소기업",3,10,"경상남도 김해시 진례면 초전리 883-4","경상남도 김해시 진례면 초전리 883-4",35.3565324274,129.0275926164,139,"기타 섬유제품 제조업",13,"섬유제품 제조업; 의복 제외",23693.4414594055,NA,0
"(주)대금이엔지",NA,29299,"산업용기계","철판","GSN","소기업",3,9,"경상남도 김해시 상동면 묵방로120번길 26","경상남도 김해시 상동면 우계리 104-18",35.3158179811,128.7526630424,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",13289.4916298169,NA,0
"(주)대길산업",NA,17124,"가공지","플라스틱","GSN","소기업",3,17,"경상남도 김해시 상동면 묵방로 107","경상남도 김해시 상동면 우계리 85-2",35.4192312843,128.6563069278,171,"펄프, 종이 및 판지 제조업",17,"펄프, 종이 및 종이제품 제조업",27703.1313589248,NA,0
"(주)대남산업",NA,38321,"파쇄유리","병유리","GSN","소기업",3,3,"경상남도 김해시 진례면 고모로 58-35","경상남도 김해시 진례면 산본리 1116-1",35.2040261128,128.6579820798,383,"해체, 선별 및 원료 재생업",38,"폐기물 수집, 운반, 처리 및 원료 재생업",15911.1065937063,NA,0
"(주)대덕","김해테크노밸리일반산업단지",29280,"산업용로봇",NA,"GSN","소기업",3,9,"경상남도 김해시 진례면 테크노밸리로 145","경상남도 김해시 진례면 고모리 1523-1",35.2818478491,128.7729682507,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",9136.73948757701,NA,0
"(주)대동",NA,13109,"알로바,벨로아,메쉬류","폴리에스테르,나일론","GSN","소기업",3,22,"경상남도 김해시 상동면 상동로 739-12","경상남도 김해시 상동면 매리 131-16",35.3697945509,129.0389833346,131,"방적 및 가공사 제조업",13,"섬유제품 제조업; 의복 제외",25445.9708677446,NA,0
"(주)대동금속열처리",NA,30399,"자동차부품","철재","GSN","소기업",3,9,"경상남도 김해시 진례면 서부로411번길 41","경상남도 김해시 진례면 청천리 6",35.1021977914,128.4244396925,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",39213.2016671652,NA,0
"(주)대동기계",NA,29229,"공작기계","철판","GSN","소기업",3,28,"경상남도 김해시 한림면 한림로 119-9","경상남도 김해시 한림면 명동리 136-1",35.3001469733,128.8324497539,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",9408.58582511597,NA,0
"(주)대동기업",NA,25113,"조선의장품 MOORING 피팅","철판 형강류","GSN","소기업",3,16,"경상남도 김해시 진영읍 내룡리 412","경상남도 김해시 진영읍 내룡리 412",35.2876017529,128.8833668995,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",9271.94413434112,NA,0
"(주)대동식품",NA,10402,"유지","동물성유지","GSN","소기업",3,5,"경상남도 김해시 주촌면 서부로1638번길 62","경상남도 김해시 주촌면 천곡리 1326",35.2398744326,128.6303635383,104,"동물성 및 식물성 유지 제조업",10,"식료품 제조업",18572.7324002439,NA,0
"(주)대동알미늄","김해진영농공단지",30399,"자동차, 항공기 부품","알루미늄","GSN","소기업",3,3,"경상남도 김해시 진영읍 서부로179번길 39-73","경상남도 김해시 진영읍 죽곡리 7-3",35.2155653397,128.8041118058,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",2555.63211973758,NA,0
"(주)대동이알에스",NA,29176,"열교환기",NA,"GSN","소기업",3,2,"경상남도 김해시 장유로 167-19 (부곡동)","경상남도 김해시 부곡동 748-3",35.2126826378,128.8013548132,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",2822.06466058866,NA,0
"(주)대동인더스트리",NA,22241,"기계조립용부품",NA,"GSN","소기업",3,12,"경상남도 김해시 진례면 산본리 56-4","경상남도 김해시 진례면 산본리 56-4",34.8388386527,128.4145363599,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",56544.9294472933,NA,0
"(주)대동특장차",NA,30201,"특장차","철판","GSN","소기업",3,19,"경상남도 김해시 김해대로2567번길 15 (어방동)","경상남도 김해시 어방동 1066-19",35.1723433161,128.1139165261,302,"자동차 차체 및 트레일러 제조업",30,"자동차 및 트레일러 제조업",65587.4889656156,NA,0
"(주)대동플랜트",NA,25113,"금속조립구","금속","GSN","소기업",3,10,"경상남도 김해시 진영읍 진산대로 234","경상남도 김해시 진영읍 진영리 674-56",35.4129748815,128.7634195192,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",22800.6412376902,NA,0
"(주)대력",NA,10749,"와사비","와사비","GSN","소기업",3,12,"경상남도 김해시 칠산로151번길 34 (이동)","경상남도 김해시 이동 624-4",35.3136665733,128.3611041961,107,"기타 식품 제조업",10,"식료품 제조업",44230.9672916918,NA,0
"(주)대룡산업",NA,26299,"전자부품",NA,"GSN","소기업",3,5,"경상남도 김해시 칠산로209번길 1 (이동)","경상남도 김해시 이동 116-6",35.2410902517,128.5066942232,262,"전자 부품 제조업",26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",29767.5772116573,NA,0
"(주)대륭산업",NA,30399,"파이프인발","파이프원관","GSN","소기업",3,39,"경상남도 김해시 주촌면 서부로1701번길 8","경상남도 김해시 주촌면 선지리 323-1",35.2983425875,128.8718608645,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",9891.1017385867,NA,0
"(주)대륭씨앤에이",NA,24221,"금속표면처리","SHOT BALL, PAWT","GSN","소기업",3,45,"경상남도 김해시 생림면 생림리 293","경상남도 김해시 생림면 생림리 293",35.4307220465,129.1775692594,242,"1차 비철금속 제조업",24,"1차 금속 제조업",39462.6653778285,NA,0
"(주)대륭에프.에이",NA,28123,"자동제어반",NA,"GSN","소기업",3,14,"경상남도 김해시 주촌면 서부로1701번길 300-16","경상남도 김해시 주촌면 덕암리 219",35.6170671501,128.2668475196,281,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",28,"전기장비 제조업",67991.5580568349,NA,0
"(주)대림산업",NA,20499,"우레탄이형제","우레탄","GSN","소기업",3,3,"경상남도 김해시 주촌면 서부로1637번안길 22","경상남도 김해시 주촌면 덕암리 523",35.2463229382,128.5112410552,204,"기타 화학제품 제조업",20,"화학 물질 및 화학제품 제조업; 의약품 제외",29416.8313925278,NA,0
"(주)대림에너지",NA,29210,"보일러외",NA,"GSN","소기업",3,8,"경상남도 김해시 한림면 장방로222번길 14","경상남도 김해시 한림면 장방리 958-2",35.1684717138,128.1119030473,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",65804.4762919695,NA,0
"(주)대림철강",NA,24121,"철근","신철","GSN","소기업",3,31,"경상남도 김해시 진영읍 김해대로 106","경상남도 김해시 진영읍 좌곤리 507",35.212849182,128.7995432232,241,"1차 철강 제조업",24,"1차 금속 제조업",2984.3816205873,NA,0
"(주)대림테크",NA,26299,"전자부품",NA,"GSN","소기업",3,29,"경상남도 김해시 주촌면 서부로1541번안길 44-47","경상남도 김해시 주촌면 내삼리 361-1",35.2166409588,128.5973343737,262,"전자 부품 제조업",26,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",21382.5731638814,NA,0
"(주)대림텍스",NA,13213,"자동차시트지,신발지,의류지",NA,"GSN","중기업",2,50,"경상남도 김해시 상동면 동북로1007번길 42","경상남도 김해시 상동면 감노리 232-44",35.24725234,128.774186286,132,"직물 직조 및 직물제품 제조업",13,"섬유제품 제조업; 의복 제외",6356.25335355858,NA,0
"(주)대명케이알",NA,24290,"실리카샌드","금속","GSN","소기업",3,18,"경상남도 김해시 진영읍 하계로138번길 43","경상남도 김해시 진영읍 하계리 406",35.3673860443,129.1598222147,242,"1차 비철금속 제조업",24,"1차 금속 제조업",34246.0613947757,NA,0
"(주)대백",NA,15121,"핸드백","가죽","GSN","소기업",3,22,"경상남도 김해시 금관대로804번길 85 (명법동)","경상남도 김해시 명법동 644-1",35.3885546381,128.7263734836,151,"가죽, 가방 및 유사 제품 제조업",15,"가죽, 가방 및 신발 제조업",21491.9402802575,NA,0
"(주)대산공업",NA,31202,"철도차량부품외",NA,"GSN","소기업",3,10,"경상남도 김해시 진영읍 서부로396번길 36","경상남도 김해시 진영읍 의전리 343-4",35.2416644046,128.6202285847,312,"철도장비 제조업",31,"기타 운송장비 제조업",19514.3914442179,NA,0
"(주)대산시스템",NA,28423,"전광판,열차행선안내장치",NA,"GSN","소기업",3,5,"경상남도 김해시 주촌면 소망길 88, 경남테크노파크 시험생산동 104호","경상남도 김해시 주촌면 농소리 155-1",35.314954779,128.7576559983,284,"전구 및 조명장치 제조업",28,"전기장비 제조업",12966.0012000928,NA,0
"(주)대산엔지니어링",NA,31114,"조선의장품","철재","GSN","소기업",3,13,"경상남도 김해시 생림면 생림대로950번길 19","경상남도 김해시 생림면 봉림리 947-2",35.2342777049,128.9164828668,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",7957.08472732935,NA,0
"(주)대산정밀",NA,25941,"볼트","철재","GSN","소기업",3,16,"경상남도 김해시 주촌면 서부로 1440 (총 5 필지)","경상남도 김해시 주촌면 내삼리 814-1",35.205624298,128.6637527703,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",15373.7504030825,NA,0
"(주)대산케미칼",NA,33920,"천(면)점착테이프",NA,"GSN","소기업",3,7,"경상남도 김해시 생림면 생림대로950번길 17","경상남도 김해시 생림면 봉림리 949-3",35.4670020051,129.083229811,339,"그 외 기타 제품 제조업",33,"기타 제품 제조업",36061.4186185767,NA,0
"(주)대산플랜트",NA,33309,"특수직물",NA,"GSN","소기업",3,29,"경상남도 김해시 한림면 가동로 50","경상남도 김해시 한림면 가동리 586-1",35.3158135112,128.9605322084,333,"운동 및 경기용구 제조업",33,"기타 제품 제조업",16144.6626845762,NA,0
"(주)대산플랜트","김해안하농공단지",31112,"보트",NA,"GSN","소기업",3,2,"경상남도 김해시 한림면 용덕로302번길 29-24","경상남도 김해시 한림면 안하리 2002-2",35.205624298,128.6637527703,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",15373.7504030825,NA,0
"(주)대석SRF",NA,33992,"성형",NA,"GSN","소기업",3,8,"경상남도 김해시 상동면 소락로 39","경상남도 김해시 상동면 묵방리 904-2",35.2272337434,128.8189793996,339,"그 외 기타 제품 제조업",33,"기타 제품 제조업",1784.4951151722,NA,0
"(주)대성",NA,30310,"자동차부품",NA,"GSN","소기업",3,10,"경상남도 김해시 안곡로 106 (삼계동)","경상남도 김해시 삼계동 1275-1",35.3696622835,129.0625751219,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",27061.7234327159,NA,0
"(주)대성공조",NA,25913,"닥트기구등","철재","GSN","소기업",3,13,"경상남도 김해시 진례면 서부로396번길 61-21","경상남도 김해시 진례면 청천리 415-1",35.2905038667,128.8019915284,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",8779.60054325508,NA,0
"(주)대성레미콘",NA,23322,"레미콘","시멘,모래,자갈","GSN","소기업",3,36,"경상남도 김해시 구산동 462","경상남도 김해시 구산동 462",35.1793102748,128.1189611653,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",23,"비금속 광물제품 제조업",65074.4729380245,NA,0
"(주)대성산업기술",NA,29173,"공조용팬","철재","GSN","소기업",3,1,"경상남도 김해시 김해대로2579번길 28 (안동)","경상남도 김해시 안동 428-3",35.5102881439,127.729093286,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",105456.919022267,NA,0
"(주)대성산전",NA,28123,"전기판넬","철판","GSN","소기업",3,10,"경상남도 김해시 한림면 김해대로916번길 54-7","경상남도 김해시 한림면 병동리 1053",35.3793057413,129.0230114589,281,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",28,"전기장비 제조업",25143.4240157617,NA,0
"(주)대성이엔지",NA,25913,"주형및금형",NA,"GSN","소기업",3,19,"경상남도 김해시 상동면 동북로437번길 83-33","경상남도 김해시 상동면 매리 128-31",34.7534522174,127.9020253165,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",99188.8419700211,NA,0
"(주)대성이엔지",NA,25913,"자동차부품",NA,"GSN","소기업",3,21,"경상남도 김해시 상동면 동북로437번길 143-30","경상남도 김해시 상동면 매리 607-55",35.3668790543,129.1516134558,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",33570.1182604166,NA,0
"(주)대성축산기업",NA,10129,"한우 및 한돈","한우지육,한돈지육","GSN","소기업",3,20,"경상남도 김해시 주촌면 서부로1403번길 46","경상남도 김해시 주촌면 내삼리 885-0",35.267216106,128.7803667035,101,"도축, 육류 가공 및 저장 처리업",10,"식료품 제조업",7440.46577136495,NA,0
"(주)대성테크윈",NA,29172,"공기조화장치","철판","GSN","소기업",3,11,"경상남도 김해시 상동면 상동로 450-9","경상남도 김해시 상동면 우계리 51-3",35.2995031738,128.817223585,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",9435.79757197882,NA,0
"(주)대성티엠씨","김해테크노밸리일반산업단지",25119,"항공기부품,리프트.운반대차,스테커 외","철판,환봉","GSN","소기업",3,30,"경상남도 김해시 진례면 테크노밸리1로 28","경상남도 김해시 진례면 담안리 1529-6",35.2313262141,128.8191679768,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",2132.47190561737,NA,0
"(주)대성피앤엠",NA,29171,"냉동기",NA,"GSN","소기업",3,7,"경상남도 김해시 생림면 상동로 52","경상남도 김해시 생림면 나전리 316-11",35.1715779235,128.1077359277,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",66155.3753324472,NA,0
"(주)대성하이테크",NA,22222,"집진기","에프알피","GSN","소기업",3,10,"경상남도 김해시 상동면 우계리 816-4","경상남도 김해시 상동면 우계리 816-4",35.2422025477,128.7741371164,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",6066.14670825228,NA,0
"(주)대승","김해진영농공단지",29131,"오수펌프,모노펌프","스텐,주물","GSN","중기업",2,19,"경상남도 김해시 진영읍 서부로179번길 39-110","경상남도 김해시 진영읍 죽곡리 9-3",35.2058009016,128.6340617704,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",18070.3862305167,NA,0
"(주)대승아텍",NA,16102,"합판가공품","목재","GSN","소기업",3,12,"경상남도 김해시 상동면 상동로 912","경상남도 김해시 상동면 매리 1091-23",35.2256710379,128.9211971558,161,"제재 및 목재 가공업",16,"목재 및 나무제품 제조업; 가구 제외",8184.99347553233,NA,0
"(주)대승엔지니어링",NA,29175,"하수수처리장치및구성품",NA,"GSN","소기업",3,6,"경상남도 김해시 진례면 고모로324번길 135-39","경상남도 김해시 진례면 담안리 1244",35.236969815,128.7775445888,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",5522.23426486471,NA,0
"(주)대승엔지니어링","김해테크노밸리일반산업단지",29175,"액체여과기, 기타물품취급장비등",NA,"GSN","소기업",3,11,"경상남도 김해시 진례면 테크노밸리로 89, (주)대승엔지니어링","경상남도 김해시 진례면 고모리 1569-5",35.3771227322,129.0205833197,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",24815.8913072599,NA,0
"(주)대승중공업",NA,25113,"강구조물",NA,"GSN","소기업",3,2,"경상남도 김해시 한림면 가동로 38 (총 2 필지)","경상남도 김해시 한림면 가동리 589",35.2188281328,128.8323889605,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",387.077863666359,NA,0
"(주)대신기계",NA,29171,"전자부품",NA,"GSN","소기업",3,5,"경상남도 김해시 생림면 상동로 70","경상남도 김해시 생림면 나전리 299-6",34.8441264976,128.4377444784,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",54695.7846530762,NA,0
"(주)대신물산",NA,10799,"곤약묵","구약감자","GSN","소기업",3,26,"경상남도 김해시 진영읍 본산로 290","경상남도 김해시 진영읍 본산리 312-9",35.5925475983,128.469910025,107,"기타 식품 제조업",10,"식료품 제조업",53238.3639842368,NA,0
"(주)대신물산",NA,10799,"곤약",NA,"GSN","소기업",3,9,"경상남도 김해시 진영읍 본산로 234","경상남도 김해시 진영읍 본산리 306-1",35.2735970667,128.3733283097,107,"기타 식품 제조업",10,"식료품 제조업",42259.8047151283,NA,0
"(주)대신에스엔씨","김해테크노밸리일반산업단지",30399,"전기차 쿨링플레이트, 에어컨콘덴서, 방위산업부품","알루미늄, 철재류","GSN","소기업",3,16,"경상남도 김해시 진례면 테크노밸리로 186, (주)대신에스엔씨","경상남도 김해시 진례면 고모리 210-1",35.2466672638,128.6267253342,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",19022.7991389941,NA,0
"(주)대신에이엔씨",NA,30399,"자동차부품","철","GSN","소기업",3,20,"경상남도 김해시 진영읍 본산로212번길 10","경상남도 김해시 진영읍 본산리 303-8",35.2466672638,128.6267253342,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",19022.7991389941,NA,0
"(주)대신텍스",NA,13109,"S.W/MESH(원단)",NA,"GSN","소기업",3,10,"경상남도 김해시 상동면 동북로473번길 44","경상남도 김해시 상동면 매리 204-1",35.205624298,128.6637527703,131,"방적 및 가공사 제조업",13,"섬유제품 제조업; 의복 제외",15373.7504030825,NA,0
"(주)대아테크",NA,22241,"프랜지",NA,"GSN","소기업",3,12,"경상남도 김해시 진례면 고모로582번길 28 (총 2 필지)","경상남도 김해시 진례면 고모리 388-1",35.2507286203,128.7803951807,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",6134.52095845653,NA,0
"(주)대아테크윈","김해GoldenRoot일반산업단지",25112,"pb커버 외",NA,"GSN","소기업",3,5,"경상남도 김해시 주촌면 농소리 622-9","경상남도 김해시 주촌면 농소리 622-9",35.2509374564,128.7804177654,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",6147.79360622811,NA,0
"(주)대아트란스",NA,16232,"목재상자,철재품","철판","GSN","소기업",3,22,"경상남도 김해시 상동면 동북로1109번길 47-10","경상남도 김해시 상동면 감로리 356-2",35.3831358028,129.018280274,162,"나무제품 제조업",16,"목재 및 나무제품 제조업; 가구 제외",25160.7842003235,NA,0
"(주)대양그린텍",NA,25122,"탱크로리제작외",NA,"GSN","소기업",3,13,"경상남도 김해시 상동면 상동로197번길 3 (총 2 필지)","경상남도 김해시 상동면 우계리 1060-2",35.1705915921,128.1137060327,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",65621.726129178,NA,0
"(주)대양금속","김해GoldenRoot일반산업단지",25929,"스테인리스 냉연강판","스테일레스 Hot Coil","GSN","소기업",3,14,"경상남도 김해시 주촌면 골든루트로 80-115","경상남도 김해시 주촌면 농소리 626-3",35.1741847418,128.1055573513,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",66331.6591033538,NA,0
"(주)대양스틸","김해테크노밸리일반산업단지",25929,"철판 절단",NA,"GSN","소기업",3,1,"경상남도 김해시 진례면 테크노밸리길 226, (주)대양스틸","경상남도 김해시 진례면 담안리 239-25",35.3195109974,128.615935956,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",22819.0351210507,NA,0
"(주)대양엔지니아링",NA,31114,"산업기계,선박기자재",NA,"GSN","소기업",3,40,"경상남도 김해시 어방동 0","경상남도 김해시 어방동 0",35.2978238653,128.8096070592,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",9378.53397338971,NA,0
"(주)대양정밀","김해진영주호일반산업단지",25924,"Piston",NA,"GSN","소기업",3,31,"경상남도 김해시 진영읍 본산로 153-33","경상남도 김해시 진영읍 본산리 1710-1",35.2468843959,128.6235160658,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",19314.4238493568,NA,0
"(주)대양케미칼",NA,20421,"화학약품","원유","GSN","소기업",3,2,"경상남도 김해시 진영읍 본산로212번길 1","경상남도 김해시 진영읍 본산리 305-1",35.3247321378,128.7738532728,204,"기타 화학제품 제조업",20,"화학 물질 및 화학제품 제조업; 의약품 제외",13245.7784941384,NA,0
"(주)대연",NA,33302,"퍼걸러,벤치,목교등",NA,"GSN","소기업",3,3,"경상남도 김해시 주촌면 서부로 1443","경상남도 김해시 주촌면 내삼리 842-4",35.3056724958,128.8758550044,333,"운동 및 경기용구 제조업",33,"기타 제품 제조업",10780.9059960628,NA,0
