"지역","직업분류","분진노출정도","유기용제노출정도","화학제품노출정도","직업항목"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",9,5,6,6,"장치기계 조작 및 조립 종사자"
"전라북도",9,5,6,6,"장치기계 조작 및 조립 종사자"
"전라북도",9,5,6,6,"장치기계 조작 및 조립 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",10,4,5,5,"단순노무 종사자"
"전라북도",8,4,6,6,"기능원 및 관련 기능 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",8,4,6,6,"기능원 및 관련 기능 종사자"
"전라북도",10,4,6,6,"단순노무 종사자"
"전라북도",10,6,6,4,"단순노무 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",3,6,6,6,"기술공 및 준전문가"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",3,7,7,7,"기술공 및 준전문가"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",8,6,7,6,"기능원 및 관련 기능 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",3,7,7,7,"기술공 및 준전문가"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",3,7,7,7,"기술공 및 준전문가"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",8,7,6,7,"기능원 및 관련 기능 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",6,7,7,6,"판매 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",6,6,7,7,"판매 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",2,6,6,6,"전문가"
"전라북도",9,7,4,5,"장치기계 조작 및 조립 종사자"
"전라북도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",1,6,6,6,"관리자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라북도",9,6,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",10,5,7,7,"단순노무 종사자"
"전라북도",10,5,7,7,"단순노무 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",10,6,7,5,"단순노무 종사자"
"전라북도",10,4,7,6,"단순노무 종사자"
"전라북도",5,7,6,5,"서비스 종사자"
"전라북도",6,7,6,7,"판매 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",5,6,7,6,"서비스 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",7,6,7,7,"농림어업 숙련 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",10,3,5,6,"단순노무 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",5,6,6,7,"서비스 종사자"
"전라북도",8,6,6,7,"기능원 및 관련 기능 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",7,5,6,6,"농림어업 숙련 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",7,6,7,6,"농림어업 숙련 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",8,4,5,5,"기능원 및 관련 기능 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",2,6,6,6,"전문가"
"전라북도",5,6,6,5,"서비스 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",1,7,7,7,"관리자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",4,4,6,6,"사무 종사자"
"전라북도",8,4,6,6,"기능원 및 관련 기능 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",5,6,6,5,"서비스 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",5,6,6,5,"서비스 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",10,5,6,5,"단순노무 종사자"
"전라북도",10,6,6,4,"단순노무 종사자"
"전라북도",8,5,6,6,"기능원 및 관련 기능 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",8,5,6,6,"기능원 및 관련 기능 종사자"
"전라북도",5,5,6,5,"서비스 종사자"
"전라북도",3,6,6,6,"기술공 및 준전문가"
"전라북도",10,4,6,6,"단순노무 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",3,5,7,7,"기술공 및 준전문가"
"전라북도",2,7,7,7,"전문가"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",8,1,7,7,"기능원 및 관련 기능 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",1,1,7,7,"관리자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",8,1,6,7,"기능원 및 관련 기능 종사자"
"전라북도",7,6,6,5,"농림어업 숙련 종사자"
"전라북도",7,5,7,7,"농림어업 숙련 종사자"
"전라북도",7,6,7,7,"농림어업 숙련 종사자"
"전라북도",7,6,6,6,"농림어업 숙련 종사자"
"전라북도",8,3,6,6,"기능원 및 관련 기능 종사자"
"전라북도",7,6,7,7,"농림어업 숙련 종사자"
"전라북도",7,6,6,5,"농림어업 숙련 종사자"
"전라북도",6,6,7,7,"판매 종사자"
"전라북도",7,6,6,5,"농림어업 숙련 종사자"
"전라북도",7,2,7,7,"농림어업 숙련 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",9,3,5,5,"장치기계 조작 및 조립 종사자"
"전라북도",8,5,3,5,"기능원 및 관련 기능 종사자"
"전라북도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",4,7,6,6,"사무 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",3,6,6,6,"기술공 및 준전문가"
"전라북도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",10,4,5,6,"단순노무 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",8,2,5,4,"기능원 및 관련 기능 종사자"
"전라북도",2,6,6,6,"전문가"
"전라북도",10,6,5,6,"단순노무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",3,6,6,6,"기술공 및 준전문가"
"전라북도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라북도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",4,4,5,5,"사무 종사자"
"전라북도",8,6,6,5,"기능원 및 관련 기능 종사자"
"전라북도",8,2,6,6,"기능원 및 관련 기능 종사자"
"전라북도",2,6,6,6,"전문가"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",5,6,7,7,"서비스 종사자"
"전라북도",8,4,5,5,"기능원 및 관련 기능 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",4,5,5,5,"사무 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",8,4,6,6,"기능원 및 관련 기능 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",7,4,7,7,"농림어업 숙련 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",7,6,6,5,"농림어업 숙련 종사자"
"전라북도",3,5,7,7,"기술공 및 준전문가"
"전라북도",8,7,7,5,"기능원 및 관련 기능 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",5,6,6,5,"서비스 종사자"
"전라북도",7,7,7,7,"농림어업 숙련 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",6,5,6,7,"판매 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",6,6,7,7,"판매 종사자"
"전라북도",8,6,7,7,"기능원 및 관련 기능 종사자"
"전라북도",5,6,7,7,"서비스 종사자"
"전라북도",7,7,7,7,"농림어업 숙련 종사자"
"전라북도",10,6,7,7,"단순노무 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",8,3,5,5,"기능원 및 관련 기능 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",5,7,4,4,"서비스 종사자"
"전라북도",5,7,7,4,"서비스 종사자"
"전라북도",6,5,6,6,"판매 종사자"
"전라북도",5,6,6,4,"서비스 종사자"
"전라북도",5,4,7,7,"서비스 종사자"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",5,6,6,5,"서비스 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",8,6,5,5,"기능원 및 관련 기능 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",8,6,6,3,"기능원 및 관련 기능 종사자"
"전라북도",10,6,7,7,"단순노무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",8,4,6,6,"기능원 및 관련 기능 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",3,2,6,4,"기술공 및 준전문가"
"전라북도",4,7,7,6,"사무 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",3,5,7,7,"기술공 및 준전문가"
"전라북도",6,5,7,7,"판매 종사자"
"전라북도",10,3,7,7,"단순노무 종사자"
"전라북도",8,2,2,2,"기능원 및 관련 기능 종사자"
"전라북도",8,5,5,5,"기능원 및 관련 기능 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",2,6,6,6,"전문가"
"전라북도",8,4,6,6,"기능원 및 관련 기능 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",1,6,6,6,"관리자"
"전라북도",7,6,6,6,"농림어업 숙련 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",2,6,6,4,"전문가"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",2,6,6,6,"전문가"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",10,4,6,6,"단순노무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",9,5,5,5,"장치기계 조작 및 조립 종사자"
"전라북도",8,6,5,4,"기능원 및 관련 기능 종사자"
"전라북도",10,3,7,7,"단순노무 종사자"
"전라북도",3,7,7,7,"기술공 및 준전문가"
"전라북도",10,4,7,7,"단순노무 종사자"
"전라북도",5,2,6,6,"서비스 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",8,1,1,1,"기능원 및 관련 기능 종사자"
"전라북도",3,2,7,7,"기술공 및 준전문가"
"전라북도",10,6,7,7,"단순노무 종사자"
"전라북도",8,1,7,6,"기능원 및 관련 기능 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",8,2,7,5,"기능원 및 관련 기능 종사자"
"전라북도",8,3,7,7,"기능원 및 관련 기능 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",2,7,7,7,"전문가"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",9,6,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",1,7,7,7,"관리자"
"전라북도",6,3,7,7,"판매 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",9,5,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",8,2,6,6,"기능원 및 관련 기능 종사자"
"전라북도",8,5,7,6,"기능원 및 관련 기능 종사자"
"전라북도",8,5,6,1,"기능원 및 관련 기능 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",9,6,6,6,"장치기계 조작 및 조립 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",5,6,7,7,"서비스 종사자"
"전라북도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",8,5,6,6,"기능원 및 관련 기능 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",8,5,6,6,"기능원 및 관련 기능 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",1,7,7,7,"관리자"
"전라북도",8,5,6,7,"기능원 및 관련 기능 종사자"
"전라북도",4,5,7,6,"사무 종사자"
"전라북도",2,7,7,7,"전문가"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",4,4,7,7,"사무 종사자"
"전라북도",3,7,7,7,"기술공 및 준전문가"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",3,7,7,7,"기술공 및 준전문가"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",9,5,4,5,"장치기계 조작 및 조립 종사자"
"전라북도",8,6,5,5,"기능원 및 관련 기능 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",4,4,6,5,"사무 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",4,7,6,7,"사무 종사자"
"전라북도",6,5,7,7,"판매 종사자"
"전라북도",10,5,5,5,"단순노무 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",3,6,6,6,"기술공 및 준전문가"
"전라북도",10,5,5,5,"단순노무 종사자"
"전라북도",8,5,4,4,"기능원 및 관련 기능 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",8,4,5,4,"기능원 및 관련 기능 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",7,4,3,5,"농림어업 숙련 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",6,5,6,7,"판매 종사자"
"전라북도",7,6,6,7,"농림어업 숙련 종사자"
"전라북도",5,7,6,6,"서비스 종사자"
"전라북도",5,4,5,5,"서비스 종사자"
"전라북도",6,6,7,7,"판매 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",5,6,7,7,"서비스 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",5,5,5,5,"서비스 종사자"
"전라북도",3,4,3,4,"기술공 및 준전문가"
"전라북도",8,5,5,5,"기능원 및 관련 기능 종사자"
"전라북도",6,5,5,5,"판매 종사자"
"전라북도",5,5,5,5,"서비스 종사자"
"전라북도",8,5,5,6,"기능원 및 관련 기능 종사자"
"전라북도",7,5,5,5,"농림어업 숙련 종사자"
"전라북도",7,6,6,6,"농림어업 숙련 종사자"
"전라북도",4,7,7,7,"사무 종사자"
"전라북도",7,4,4,4,"농림어업 숙련 종사자"
"전라북도",7,5,4,5,"농림어업 숙련 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",7,7,6,7,"농림어업 숙련 종사자"
"전라북도",10,6,6,7,"단순노무 종사자"
"전라북도",7,5,5,4,"농림어업 숙련 종사자"
"전라북도",7,6,6,7,"농림어업 숙련 종사자"
"전라북도",5,6,5,5,"서비스 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",6,5,6,6,"판매 종사자"
"전라북도",2,6,6,6,"전문가"
"전라북도",7,6,6,7,"농림어업 숙련 종사자"
"전라북도",5,5,5,5,"서비스 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",10,7,7,7,"단순노무 종사자"
"전라북도",10,6,7,7,"단순노무 종사자"
"전라북도",4,4,7,7,"사무 종사자"
"전라북도",5,5,5,5,"서비스 종사자"
"전라북도",10,6,6,6,"단순노무 종사자"
"전라북도",6,4,5,5,"판매 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",99,6,6,6,NA
"전라북도",6,5,5,5,"판매 종사자"
"전라북도",3,4,6,6,"기술공 및 준전문가"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",9,3,2,2,"장치기계 조작 및 조립 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",9,7,2,2,"장치기계 조작 및 조립 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",8,3,3,3,"기능원 및 관련 기능 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",5,5,5,5,"서비스 종사자"
"전라북도",5,4,5,5,"서비스 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",8,6,6,6,"기능원 및 관련 기능 종사자"
"전라북도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",6,7,7,7,"판매 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",5,6,6,6,"서비스 종사자"
"전라북도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",2,6,6,6,"전문가"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",5,7,7,7,"서비스 종사자"
"전라북도",4,6,6,6,"사무 종사자"
"전라북도",6,5,6,6,"판매 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",6,6,6,6,"판매 종사자"
"전라북도",9,2,3,5,"장치기계 조작 및 조립 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",6,2,6,6,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",10,6,5,6,"단순노무 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",1,7,7,7,"관리자"
"전라남도",6,7,7,6,"판매 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",8,6,6,2,"기능원 및 관련 기능 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",10,1,6,6,"단순노무 종사자"
"전라남도",9,7,7,7,"장치기계 조작 및 조립 종사자"
"전라남도",10,1,6,6,"단순노무 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",8,5,6,6,"기능원 및 관련 기능 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",2,7,7,7,"전문가"
"전라남도",3,7,7,7,"기술공 및 준전문가"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",3,7,7,7,"기술공 및 준전문가"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",6,7,7,7,"판매 종사자"
"전라남도",5,7,7,7,"서비스 종사자"
"전라남도",4,7,7,7,"사무 종사자"
"전라남도",8,7,7,7,"기능원 및 관련 기능 종사자"
"전라남도",2,7,7,7,"전문가"
"전라남도",7,7,7,7,"농림어업 숙련 종사자"
"전라남도",10,7,7,7,"단순노무 종사자"
"전라남도",9,7,7,7,"장치기계 조작 및 조립 종사자"
