"소재지","업종명","화학물질노출근무자수"
"광주","도자기ㆍ기타요업제품ㆍ시멘트제조업",54
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"광주","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",6
"전남","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",20
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",130
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",65
"광주","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"광주","고무제품제조업",0
"광주","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"광주","도자기ㆍ기타요업제품ㆍ시멘트제조업",68
"광주","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"광주","화학제품제조업",5
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",7
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",30
"대구","식료품제조업",0
"광주","화학제품제조업",2
"광주","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",200
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",1
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",2
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",50
"광주","섬유또는섬유제품제조업(을)",0
"광주","식료품제조업",70
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",12
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",76
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"광주","식료품제조업",0
"광주","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",4
"대구","화학제품제조업",5
"대구","기타제조업",12
"대구","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"대구","도자기ㆍ기타요업제품ㆍ시멘트제조업",0
"대구","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",40
"대구","수제품제조업",2
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",7
"대구","의약품ㆍ화장품향료ㆍ담배제조업",0
"대구","섬유또는섬유제품제조업(갑)",0
"대구","도금업",10
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"대구","식료품제조업",0
"대구","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",40
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"대구","섬유또는섬유제품제조업(을)",0
"대구","고무제품제조업",0
"대구","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"대구","식료품제조업",0
"대구","화학제품제조업",30
"대구","식료품제조업",0
"대구","고무제품제조업",20
"대구","의약품ㆍ화장품향료ㆍ담배제조업",15
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"대구","식료품제조업",4
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",20
"대구","수송용기계기구제조업ㆍ자동차및모터사이클수리업",15
"대구","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"대구","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",20
"대구","식료품제조업",0
"대구","섬유또는섬유제품제조업(갑)",20
"대구","식료품제조업",0
"대구","화학제품제조업",0
"대구","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",6
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",17
"대구","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",40
"대구","고무제품제조업",0
"대구","식료품제조업",0
"대구","화학제품제조업",0
"대구","수송용기계기구제조업ㆍ자동차및모터사이클수리업",35
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"대구","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"대구","고무제품제조업",50
"대구","섬유또는섬유제품제조업(갑)",0
"대구","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"대구","펄프ㆍ지류제조업",5
"대구","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"대구","펄프ㆍ지류제조업",0
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",46
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"대구","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",14
"대구","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"대구","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"대구","식료품제조업",0
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"대구","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"대구","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"대구","식료품제조업",0
"대구","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"대구","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"대구","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"대구","섬유또는섬유제품제조업(을)",0
"대구","섬유또는섬유제품제조업(을)",0
"대구","섬유또는섬유제품제조업(을)",0
"대구","섬유또는섬유제품제조업(을)",0
"대구","섬유또는섬유제품제조업(을)",0
"대구","섬유또는섬유제품제조업(을)",0
"대구","섬유또는섬유제품제조업(을)",0
"대전","화학제품제조업",100
"대전","고무제품제조업",16
"대전","고무제품제조업",0
"대전","고무제품제조업",0
"대전","식료품제조업",0
"대전","화학제품제조업",0
"대전","펄프ㆍ지류제조업",212
"대전","화학제품제조업",130
"대전","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",18
"대전","유리제조업",24
"대전","고무제품제조업",0
"대전","고무제품제조업",0
"대전","고무제품제조업",0
"대전","의약품ㆍ화장품향료ㆍ담배제조업",50
"대전","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",15
"대전","의약품ㆍ화장품향료ㆍ담배제조업",63
"대전","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"대전","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"대전","의약품ㆍ화장품향료ㆍ담배제조업",6
"대전","수송용기계기구제조업ㆍ자동차및모터사이클수리업",20
"대전","수송용기계기구제조업ㆍ자동차및모터사이클수리업",4
"대전","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"대전","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",8
"대전","식료품제조업",30
"대전","섬유또는섬유제품제조업(을)",10
"대전","펄프ㆍ지류제조업",0
"대전","화학제품제조업",5
"대전","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"대전","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",55
"대전","화학제품제조업",130
"대전","금속제련업",0
"대전","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"대전","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",10
"부산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",1000
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",10
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",3
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"부산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",10
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",20
"부산","기타제조업",15
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",36
"부산","화학제품제조업",16
"부산","기타제조업",5
"부산","섬유또는섬유제품제조업(갑)",0
"부산","화학제품제조업",60
"부산","고무제품제조업",10
"부산","섬유또는섬유제품제조업(갑)",0
"부산","섬유또는섬유제품제조업(갑)",0
"부산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"부산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"부산","섬유또는섬유제품제조업(갑)",0
"부산","고무제품제조업",0
"부산","화학제품제조업",0
"부산","식료품제조업",2
"경남","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",6
"부산","도금업",0
"부산","도금업",0
"부산","도금업",250
"부산","도금업",0
"부산","도금업",0
"부산","고무제품제조업",2
"부산","화학제품제조업",35
"부산","식료품제조업",0
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"부산","식료품제조업",0
"부산","화학제품제조업",0
"부산","고무제품제조업",10
"부산","화학제품제조업",48
"부산","고무제품제조업",8
"부산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"부산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",10
"부산","도금업",2
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"부산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",10
"부산","의약품ㆍ화장품향료ㆍ담배제조업",2
"부산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"부산","화학제품제조업",0
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",3
"부산","식료품제조업",0
"부산","섬유또는섬유제품제조업(을)",0
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",86
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",6
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",10
"부산","도금업",16
"부산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",50
"부산","섬유또는섬유제품제조업(을)",9
"부산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"부산","섬유또는섬유제품제조업(을)",8
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"부산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"부산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",26
"부산","식료품제조업",0
"부산","식료품제조업",0
"부산","식료품제조업",0
"부산","선박건조및수리업",0
"부산","선박건조및수리업",3
"부산","선박건조및수리업",5
"부산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"부산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"부산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"부산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",200
"부산","섬유또는섬유제품제조업(갑)",3
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",5
"서울","수송용기계기구제조업ㆍ자동차및모터사이클수리업",4
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",10
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",1
"서울","섬유또는섬유제품제조업(을)",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"서울","수제품제조업",4
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","섬유또는섬유제품제조업(갑)",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","수제품제조업",40
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",1
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",5
"서울","섬유또는섬유제품제조업(갑)",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",10
"서울","의약품ㆍ화장품향료ㆍ담배제조업",120
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",2
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","수송용기계기구제조업ㆍ자동차및모터사이클수리업",12
"서울","식료품제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",4
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","펄프ㆍ지류제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",10
"서울","섬유또는섬유제품제조업(갑)",0
"서울","수제품제조업",0
"서울","수송용기계기구제조업ㆍ자동차및모터사이클수리업",6
"서울","수제품제조업",0
"서울","섬유또는섬유제품제조업(갑)",0
"서울","섬유또는섬유제품제조업(갑)",4
"서울","수제품제조업",0
"서울","섬유또는섬유제품제조업(갑)",0
"서울","식료품제조업",15
"서울","식료품제조업",0
"서울","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"서울","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"서울","식료품제조업",0
"서울","수송용기계기구제조업ㆍ자동차및모터사이클수리업",70
"세종","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",48
"세종","펄프ㆍ지류제조업",0
"세종","수송용기계기구제조업ㆍ자동차및모터사이클수리업",50
"세종","화학제품제조업",31
"울산","식료품제조업",25
"울산","화학제품제조업",85
"울산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"울산","식료품제조업",12
"울산","화학제품제조업",37
"울산","화학제품제조업",65
"울산","화학제품제조업",190
"울산","섬유또는섬유제품제조업(을)",0
"울산","화학제품제조업",48
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"울산","화학제품제조업",100
"울산","화학제품제조업",395
"울산","화학제품제조업",81
"울산","섬유또는섬유제품제조업(을)",10
"울산","코크스,연탄및석유정제품제조업",1619
"울산","화학제품제조업",150
"울산","섬유또는섬유제품제조업(을)",20
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",30
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"울산","화학제품제조업",80
"울산","화학제품제조업",42
"울산","화학제품제조업",0
"울산","섬유또는섬유제품제조업(을)",50
"울산","섬유또는섬유제품제조업(을)",22
"울산","화학제품제조업",73
"울산","화학제품제조업",550
"울산","화학제품제조업",70
"울산","화학제품제조업",36
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",650
"울산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",424
"울산","선박건조및수리업",50
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",878
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",15
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"울산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"울산","섬유또는섬유제품제조업(을)",0
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",20
"울산","화학제품제조업",0
"울산","섬유또는섬유제품제조업(을)",5
"울산","화학제품제조업",120
"울산","금속제련업",600
"울산","코크스,연탄및석유정제품제조업",70
"울산","선박건조및수리업",71
"울산","화학제품제조업",0
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",29
"울산","화학제품제조업",202
"울산","화학제품제조업",12
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",49
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"울산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",10
"울산","수송용기계기구제조업ㆍ자동차및모터사이클수리업",3
"울산","펄프ㆍ지류제조업",0
"울산","코크스,연탄및석유정제품제조업",150
"울산","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",2
"울산","화학제품제조업",0
"울산","도금업",48
"울산","화학제품제조업",3
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",1
"울산","펄프ㆍ지류제조업",0
"울산","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"울산","펄프ㆍ지류제조업",10
"울산","화학제품제조업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","화학제품제조업",0
"인천","화학제품제조업",24
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",5
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"인천","고무제품제조업",0
"인천","화학제품제조업",0
"인천","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"인천","의약품ㆍ화장품향료ㆍ담배제조업",0
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",40
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",20
"인천","의약품ㆍ화장품향료ㆍ담배제조업",20
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",300
"인천","목재및나무제품제조업",10
"인천","화학제품제조업",8
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",10
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",10
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"인천","화학제품제조업",5
"인천","수송용기계기구제조업ㆍ자동차및모터사이클수리업",1
"인천","수송용기계기구제조업ㆍ자동차및모터사이클수리업",30
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",6
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",4
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",4
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",10
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",25
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","화학제품제조업",8
"인천","목재및나무제품제조업",20
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",25
"인천","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",30
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",3
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"인천","화학제품제조업",50
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"인천","의약품ㆍ화장품향료ㆍ담배제조업",0
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","섬유또는섬유제품제조업(갑)",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"인천","의약품ㆍ화장품향료ㆍ담배제조업",0
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",40
"인천","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","화학제품제조업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",148
"인천","화학제품제조업",20
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",10
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",1
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",0
"인천","식료품제조업",1
"인천","식료품제조업",0
"인천","수송용기계기구제조업ㆍ자동차및모터사이클수리업",10
"인천","펄프ㆍ지류제조업",5
"인천","기타제조업",0
"인천","기타제조업",5
"인천","섬유또는섬유제품제조업(을)",0
"인천","화학제품제조업",1000
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","코크스,연탄및석유정제품제조업",300
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",50
"인천","섬유또는섬유제품제조업(갑)",0
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",4
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",11
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",98
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","화학제품제조업",12
"인천","섬유또는섬유제품제조업(을)",0
"인천","화학제품제조업",0
"인천","도금업",30
"인천","수송용기계기구제조업ㆍ자동차및모터사이클수리업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",3
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",3
"인천","수송용기계기구제조업ㆍ자동차및모터사이클수리업",7
"인천","기계기구ㆍ비금속광물제품ㆍ금속제품제조업또는금속가공업",40
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",3
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",100
"인천","의약품ㆍ화장품향료ㆍ담배제조업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","화학제품제조업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",10
"인천","의약품ㆍ화장품향료ㆍ담배제조업",10
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","전기기계기구ㆍ전자제품ㆍ계량기ㆍ광학기계ㆍ기타정밀기구제조업",0
"인천","목재및나무제품제조업",80
"인천","식료품제조업",0
